sample_id	splice_id	gene_symbol	gene_tpm	preference	psi	dpsi	mean_ctrl	std_dev_ctrl	count_ctrl	domain_type	domain_coverage	domain_overlap_start	domain_overlap_end	Brain - Cortex_avg	Brain - Cortex_stdev	Brain - Cerebellum_avg	Brain - Cerebellum_stdev	Brain - Frontal Cortex (BA9)_avg	Brain - Frontal Cortex (BA9)_stdev	Brain - Caudate (basal ganglia)_avg	Brain - Caudate (basal ganglia)_stdev	Brain - Nucleus accumbens (basal ganglia)_avg	Brain - Nucleus accumbens (basal ganglia)_stdev	Brain - Putamen (basal ganglia)_avg	Brain - Putamen (basal ganglia)_stdev	Brain - Hypothalamus_avg	Brain - Hypothalamus_stdev	Brain - Spinal cord (cervical c-1)_avg	Brain - Spinal cord (cervical c-1)_stdev	Brain - Hippocampus_avg	Brain - Hippocampus_stdev	Brain - Anterior cingulate cortex (BA24)_avg	Brain - Anterior cingulate cortex (BA24)_stdev	Brain - Substantia nigra_avg	Brain - Substantia nigra_stdev	Brain - Amygdala_avg	Brain - Amygdala_stdev	cohort.x	Forebrain_4 Week Post Conception_avg	Forebrain_4 Week Post Conception_stdev	Forebrain_5 Week Post Conception_avg	Forebrain_5 Week Post Conception_stdev	Forebrain_6 Week Post Conception_avg	Forebrain_6 Week Post Conception_stdev	Forebrain_7 Week Post Conception_avg	Forebrain_7 Week Post Conception_stdev	Forebrain_8 Week Post Conception_avg	Forebrain_8 Week Post Conception_stdev	Forebrain_9 Week Post Conception_avg	Forebrain_9 Week Post Conception_stdev	Forebrain_10 Week Post Conception_avg	Forebrain_10 Week Post Conception_stdev	Forebrain_11 Week Post Conception_avg	Forebrain_11 Week Post Conception_stdev	Forebrain_12 Week Post Conception_avg	Forebrain_12 Week Post Conception_stdev	Forebrain_13 Week Post Conception_avg	Forebrain_13 Week Post Conception_stdev	Forebrain_16 Week Post Conception_avg	Forebrain_16 Week Post Conception_stdev	Forebrain_18 Week Post Conception_avg	Forebrain_18 Week Post Conception_stdev	Forebrain_19 Week Post Conception_avg	Forebrain_19 Week Post Conception_stdev	Forebrain_Neonate_avg	Forebrain_Neonate_stdev	Forebrain_Infant_avg	Forebrain_Infant_stdev	Forebrain_Toddler_avg	Forebrain_Toddler_stdev	Forebrain_School Age Child_avg	Forebrain_School Age Child_stdev	Forebrain_Adolescent_avg	Forebrain_Adolescent_stdev	Forebrain_Young Adult_avg	Forebrain_Young Adult_stdev	Forebrain_Middle Adult_avg	Forebrain_Middle Adult_stdev	Forebrain_Elderly_avg	Forebrain_Elderly_stdev	Hindbrain_4 Week Post Conception_avg	Hindbrain_4 Week Post Conception_stdev	Hindbrain_5 Week Post Conception_avg	Hindbrain_5 Week Post Conception_stdev	Hindbrain_6 Week Post Conception_avg	Hindbrain_6 Week Post Conception_stdev	Hindbrain_7 Week Post Conception_avg	Hindbrain_7 Week Post Conception_stdev	Hindbrain_8 Week Post Conception_avg	Hindbrain_8 Week Post Conception_stdev	Hindbrain_9 Week Post Conception_avg	Hindbrain_9 Week Post Conception_stdev	Hindbrain_10 Week Post Conception_avg	Hindbrain_10 Week Post Conception_stdev	Hindbrain_11 Week Post Conception_avg	Hindbrain_11 Week Post Conception_stdev	Hindbrain_12 Week Post Conception_avg	Hindbrain_12 Week Post Conception_stdev	Hindbrain_13 Week Post Conception_avg	Hindbrain_13 Week Post Conception_stdev	Hindbrain_16 Week Post Conception_avg	Hindbrain_16 Week Post Conception_stdev	Hindbrain_18 Week Post Conception_avg	Hindbrain_18 Week Post Conception_stdev	Hindbrain_19 Week Post Conception_avg	Hindbrain_19 Week Post Conception_stdev	Hindbrain_Neonate_avg	Hindbrain_Neonate_stdev	Hindbrain_Infant_avg	Hindbrain_Infant_stdev	Hindbrain_Toddler_avg	Hindbrain_Toddler_stdev	Hindbrain_School Age Child_avg	Hindbrain_School Age Child_stdev	Hindbrain_Adolescent_avg	Hindbrain_Adolescent_stdev	Hindbrain_Young Adult_avg	Hindbrain_Young Adult_stdev	Hindbrain_Middle Adult_avg	Hindbrain_Middle Adult_stdev	Hindbrain_Elderly_avg	Hindbrain_Elderly_stdev	pediatrics_avg	pediatrics_stdev	SRR26129178	SRR26129084	SRR26129078	SRR26129066	SRR26129123	cohort.y
BS_A7Q8G0Y1	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	22.03	Skipping	0.271	-0.6926666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_AB5PEQTJ	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	67.84	Skipping	0.467	-0.49666666666666665	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_AZQM1JJH	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	200.66	Skipping	0.239	-0.7246666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_B1C6GZ84	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	14.43	Skipping	0.385	-0.5786666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_B1HF89ES	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	15.53	Skipping	0.232	-0.7316666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_B57327NA	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	10.67	Skipping	0.292	-0.6716666666666666	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_BBQ6BHGN	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	12.42	Skipping	0.297	-0.6666666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_BMMY0H73	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	10.56	Skipping	0.228	-0.7356666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_C83TK159	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	13.38	Skipping	0.321	-0.6426666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_CVEDJGHZ	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	92.6	Skipping	0.522	-0.44166666666666665	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_CX2EPMNP	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	14.04	Skipping	0.065	-0.8986666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_CZPQ493E	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	27.11	Skipping	0.239	-0.7246666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_D29RPBSZ	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	10.55	Skipping	0.32899999999999996	-0.6346666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_D7XRFE0R	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	68.35	Skipping	0.27	-0.6936666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_DK87G2MP	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	43.89	Skipping	0	-0.9636666666666668	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_DQJ933JK	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	18.27	Skipping	0.208	-0.7556666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_DR079H0D	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	103.53	Skipping	0.375	-0.5886666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_DSPVSM7D	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	26.22	Skipping	0.504	-0.4596666666666666	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_E60JZ9Z3	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	21.26	Skipping	0.263	-0.7006666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_E7NVYA6G	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	29.81	Skipping	0.225	-0.7386666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_ENEYB4TG	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	50.65	Skipping	0.267	-0.6966666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
BS_EZ3147MX	chr4:TENM3_182744143-182744163_182743169-182743419_182751799-182752032_+	TENM3	21.84	Skipping	0.36	-0.6036666666666667	0.9636666666666668	0.03600462933198085	3	EC	100	182744142	182744163	1	0	1	0	0.9113	0.1222	0.7193	0.084	0.6886	0.2885	NA	NA	0.9513	0.0843	NA	NA	1	0	0.972	0.0485	NA	NA	NA	NA	gtex	0.207	0.0204	0.134	0.0297	NA	NA	0.4703	0.131	0.884	0.164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1627	0.064	0.498	0.0481	0.3907	0.1136	0.617	0.0467	0.65	0.3422	NA	NA	0.8925	0.0163	0.954	0.0651	0.932	0.0191	0.9305	0.0983	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6888	0.2812	0.965	0.312	0.906	0.898	NA	pediatrics
